year,mean_C_degC,max_C_degC,min_C_degC
100,32.439191845708876,95.24831299031644,-30.370297163765088
200,32.44034877924918,95.17862089650026,-30.298292241524933
300,32.44150598186769,95.10875002324809,-30.226107967885582
400,32.442663181810474,95.03870776178883,-30.15375227753819
500,32.44382010734165,94.96850151051893,-30.081233112339874
600,32.44497648677316,94.89813867361602,-30.008558419813028
700,32.44613204855216,94.82762665967084,-29.935736151638025
800,32.447286521318745,94.75697288029755,-29.862774262146758
900,32.44843963394305,94.68618474877343,-29.789680706819155
1000,32.44959111569068,94.61526967864546,-29.716463440777574
1100,32.450740696113826,94.54423508236198,-29.64313041729278
1200,32.45188810525559,94.47308836990584,-29.569689586269533
1300,32.45303307370068,94.40183694740836,-29.496148892754093
1400,32.45417533253624,94.3304882157866,-29.4225162754403
1500,32.455314613554265,94.25904956937671,-29.348799665179797
1600,32.456450649178976,94.18752839456641,-29.27500698346384
1700,32.45758317267615,94.11593206843645,-29.201146140970422
1800,32.458711918073334,94.0442679573826,-29.127225036063635
1900,32.45983662028118,93.972543415789,-29.053251553298196
2000,32.460957015226484,93.90076578466181,-28.979233561972137
2100,32.46207283977634,93.8289423902657,-28.905178914640686
2200,32.46318383190123,93.75708054281131,-28.831095445633395
2300,32.46428973072017,93.68518753510074,-28.756990969623075
2400,32.4653902765138,93.61327064117859,-28.68287328015407
2500,32.46648521084046,93.54133711503471,-28.60875014817651
2600,32.46757427658969,93.46939418926542,-28.534629320632803
2700,32.468657218002704,93.39744907373938,-28.46051851900856
2800,32.469733780777176,93.32550895433644,-28.386425437870912
2900,32.47080371205874,93.25358099156824,-28.312357743498467
3000,32.47186676063285,93.18167231935809,-28.23832307242941
3100,32.47292267685407,93.10979004370552,-28.16432903006202
3200,32.47397121277908,93.03794124141444,-28.090383189265822
3300,32.47501212213882,92.96613295881747,-28.01649308894457
3400,32.476045160524905,92.89437221051998,-27.942666232720626
3500,32.47707008529608,92.82266597809553,-27.868910087516014
3600,32.47808665580658,92.75102120890318,-27.795232082198993
3700,32.479094633324564,92.67944481480055,-27.721639606229076
3800,32.480093781164044,92.60794367092154,-27.648140008323765
3900,32.48108386465378,92.53652461445387,-27.574740595076662
4000,32.482064651319945,92.46519444343613,-27.5014486297039
4100,32.48303591078496,92.39395991550629,-27.428271330683828
4200,32.48399741502391,92.32282774677941,-27.355215870466452
4300,32.484948938241416,92.2518046106166,-27.28228937418308
4400,32.48589025693775,92.18089713646356,-27.209498918379325
4500,32.48682115010399,92.11011190868919,-27.13685152969893
4600,32.48774139911285,92.03945546544708,-27.064354183703216
4700,32.48865078787247,91.96893429748593,-26.992013803579653
4800,32.4895491028247,91.89855484709716,-26.919837258924986
4900,32.490436133020296,91.82832350694974,-26.847831364529384
5000,32.49131167011211,91.75824661899827,-26.77600287918648
5100,32.49217550853848,91.68833047339251,-26.704358504452784
5200,32.49302744541859,91.61858130741211,-26.63290488355028
5300,32.493867280667985,91.54900530432593,-26.561648600145077
5400,32.49469481712464,91.47960859250793,-26.490596177249387
5500,32.49550986045796,91.41039724423939,-26.41975407603684
5600,32.49631221919111,91.34137727467709,-26.34912869476105
5700,32.49710170498537,91.2725546409821,-26.278726367645476
5800,32.497878132350195,91.20393524121397,-26.208553363797535
5900,32.49864131899625,91.13552491337492,-26.138615886166008
6000,32.4993910857047,91.06732943444104,-26.06892007037507
6100,32.50012725634929,90.99935451940848,-25.999471983853738
6200,32.50084965815432,90.93160582035398,-25.930277624702256
6300,32.501558121386495,90.86408892551185,-25.861342920714918
6400,32.50225247974396,90.7968093583645,-25.79267372839203
6500,32.50293257016659,90.72977257675001,-25.72427583196827
6600,32.50359823284322,90.66298397198449,-25.656154942458926
6700,32.50424931158159,90.59644886800089,-25.588316696723524
